id,name,anal,anal_ID,quar,quar_ID,cal,cal_ID,arag,arag_ID,dolo,dolo_ID,orth,orth_ID,anorth,anorth_ID,plagi,plagi_ID,mont,mont_ID,ill,ill_ID,py,py_ID,alb,alb_ID,mus,mus_ID,anothi,anothi_ID,iron,iron_ID,paly,paly_ID,chab,chab_ID,phil,phil_ID,harm,harm_ID,clin,clin_ID,erio,erio_ID,sani,sani_ID,hali,hali_ID,gyp,gyp_ID,andr,andr_ID,nont,nont_ID,any1,any1_ID,any2,any2_ID
71,2A-30Y-2-48-51,0,NA,0,NA,1,00-005-0586,0,NA,0,NA,2,01-086-0439,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
72,2A-30Y-2-83-86,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,2,00-009-0343,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,3,01-087-0684,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
73,2A-30Y-2-112-115,0,NA,0,NA,2,01-071-3699,0,NA,0,NA,2,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Augite,0,NA
74,2A-31Y-1-16-19,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,2,01-086-0439,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
75,2A-31Y-1-48-51,0,NA,0,NA,3,NA,0,NA,0,NA,2,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
76,2A-31Y-1-80-83,0,NA,0,NA,3,NA,0,NA,1,NA,2,NA,0,NA,0,NA,1,NA,1,00-015-0603,0,NA,2,01-083-1939,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
77,2A-31Y-1-144-146,0,NA,1,NA,0,NA,0,NA,3,01-084-2065,1,NA,1,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
78,2A-31Y-2-16-19,0,NA,1,NA,0,NA,0,NA,3,00-036-0426,2,01-086-0439,0,NA,0,NA,1,NA,0,NA,1,01-071-3840,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
79,2A-31Y-2-48-51,0,NA,0,NA,0,NA,0,NA,3,00-036-0426,1,NA,2,00-009-0478,0,NA,1,NA,0,NA,0,NA,0,NA,1,01-089-5401,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
80,2A-31Y-2-80-83,0,NA,0,NA,3,01-072-4582,0,NA,3,NA,1,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
81,2A-31-Y2-112-115,0,NA,0,NA,3,01-072-4582,0,NA,0,NA,1,NA,2,01-075-1630,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
82,2A-31Y-2-144-147,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,1,01-076-0803,0,NA,1,NA,1,00-009-0343,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Augite,0,NA
83,2A-32Y-1-16-19,0,NA,1,NA,3,01-071-3699,0,NA,0,NA,2,01-086-0439,3,01-075-1630,0,NA,2,00-003-0015,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
84,2A-32Y-1-48-51,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,2,01-076-0825,0,NA,0,NA,2,00-012-0204,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,1,00-005-0099,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
85,2A-32Y-1-80-83,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,1,NA,2,NA,0,NA,1,00-012-0204,1,00-009-0343,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Wustite,0,NA
86,2A-32Y-1-112-115,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,2,NA,1,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
87,2A-32Y-1-144-147,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,01-087-0684,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
88,2A-32Y-2-16-19,0,NA,0,NA,2,01-071-3699,0,NA,0,NA,0,NA,3,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
89,2A-32Y-2-48-51,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,1,NA,1,NA,1,01-087-0684,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
90,2A-32Y-2-80-83,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,2,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-005-0099,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
91,2A-32Y-2-112-114,2,NA,0,NA,3,01-071-3699,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
92,2A-32Y-2-128-131,1,NA,0,NA,3,NA,0,NA,1,01-079-1345,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
93,2A-32Y-2-144-147,0,NA,0,NA,3,01-071-3699,0,NA,0,NA,1,01-076-0825,1,01-076-0803,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Mordenite,0,NA
94,2A-33Y-1-16-19,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-041-1480,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
95,2A-33Y-1-48-51,0,NA,1,NA,3,NA,0,NA,1,NA,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,00-025-0855,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA
96,2A-33Y-1-82-85,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-003-0015,1,NA,0,NA,0,NA,2,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,01-083-1657,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
97,2A-33Y-1-112-115,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,1,00-042-1340,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
98,2A-33Y-1-144-147,0,NA,0,NA,3,NA,0,NA,0,NA,1,01-076-0825,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
99,2A-33Y-2-16-19,0,NA,0,NA,3,00-005-0586,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,1,00-009-0343,0,NA,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
100,2A-33Y-2-48-51,0,NA,0,NA,3,00-005-0586,2,00-041-1475,1,01-079-1345,2,01-086-0439,0,NA,0,NA,2,00-012-0204,0,NA,1,NA,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
101,2A-33Y-2-80-83,0,NA,0,NA,0,NA,0,NA,3,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,00-053-1177,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
102,2A-33Y-2-118-121,0,NA,0,NA,3,00-005-0586,0,NA,0,NA,2,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
103,2A-33Y-2-144-147,1,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-003-0015,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA
104,2A-34Y-1-16-19,0,NA,0,NA,3,00-005-0586,0,NA,0,NA,2,NA,0,NA,0,NA,2,00-003-0015,1,00-015-0603,0,NA,0,NA,0,NA,2,01-075-1587,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-074-1433,0,NA,0,NA,0,NA,0,NA
105,2A-34Y-1-48-51,0,NA,1,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,1,01-071-3840,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
106,2A-34Y-1-80-83,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-003-0015,1,00-009-0343,0,NA,1,01-083-1939,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
107,2A-34Y-1-112-115,0,NA,1,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,1,01-071-0053,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-073-1419,1,00-012-0687,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
108,2A-34Y-2-16-19,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-073-1419,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
109,2A-34Y-2-85-88,0,NA,1,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,1,01-089-6423,0,NA,0,NA,0,NA,0,NA,1,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
110,2A-34Y-2-118-121,0,NA,0,NA,3,00-005-0586,0,NA,0,NA,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
111,2A-35Y-1-16-19,0,NA,1,NA,3,01-071-3699,0,NA,1,NA,2,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,Kaolinite,0,NA
112,2A-35Y-1-48-51,0,NA,0,NA,3,NA,2,01-075-2230,0,NA,2,01-086-0439,0,NA,0,NA,2,00-012-0204,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-039-1375,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-074-1433,0,NA,0,NA,0,NA,0,NA
113,2A-35Y-1-80-83,0,NA,1,NA,2,NA,2,NA,3,00-036-0426,0,NA,0,NA,0,NA,2,00-003-0015,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-039-1375,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
114,2A-35Y-1-112-115,0,NA,0,NA,3,NA,0,NA,2,01-084-2065,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Augite,0,NA
115,2A-35Y-1-144-147,0,NA,0,NA,2,NA,0,NA,3,00-036-0426,1,01-086-0439,0,NA,0,NA,1,NA,0,NA,0,NA,1,01-083-1939,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-039-1375,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA
116,2A-35Y-2-16-19,0,NA,0,NA,3,NA,0,NA,2,00-036-0426,1,01-076-0825,0,NA,0,NA,1,NA,0,NA,0,NA,1,01-083-1939,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
117,2A-35Y-2-48-51,0,NA,0,NA,0,NA,0,NA,3,00-036-0426,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
118,2A-35Y-2-80-83,0,NA,0,NA,0,NA,0,NA,3,00-036-0426,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
119,2A-35Y-2-112-115,0,NA,0,NA,1,NA,0,NA,3,01-084-2065,1,NA,0,NA,0,NA,2,00-003-0015,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
120,2A-35Y-2-144-147,0,NA,0,NA,2,NA,0,NA,3,00-036-0426,1,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Jarosite,0,NA
121,2A-36Y-1-16-18,0,NA,1,01-086-1560,2,NA,0,NA,3,NA,0,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
122,2A-36Y-1-48-51,0,NA,1,01-086-1560,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
123,2A-36Y-1-80-83,0,NA,1,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,00-012-0204,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
124,2A-36Y-1-112-115,0,NA,0,NA,3,NA,0,NA,0,NA,1,01-086-0439,0,NA,0,NA,1,NA,1,NA,0,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
125,2A-36Y-1-144-147,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
126,2A-36Y-2-48-50,0,NA,0,NA,3,NA,0,NA,0,NA,1,01-086-0439,0,NA,0,NA,1,NA,2,NA,0,NA,1,01-083-1939,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA
127,2A-36Y-2-80-83,0,NA,0,NA,3,NA,0,NA,2,01-084-2065,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,2,01-083-1939,0,NA,2,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-074-1433,0,NA,0,NA,0,NA,0,NA
128,2A-36Y-2-16-18,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
129,2A-36Y-2-109-111,0,NA,0,NA,3,NA,0,NA,2,00-036-0426,1,01-086-0439,0,NA,0,NA,1,00-012-0204,0,NA,1,00-042-1340,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA
130,2A-36Y-2-140-142,0,NA,1,NA,1,NA,0,NA,1,01-084-2065,0,NA,0,NA,0,NA,3,NA,0,NA,1,00-042-1340,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA
131,2A-37Y-1-16-19,0,NA,0,NA,3,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,1,00-042-1340,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-074-1433,0,NA,0,NA,0,NA,0,NA
132,2A-40Y-1-44-47,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,00-009-0478,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
133,2A-46Y-1-54-57,0,NA,1,01-086-1560,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,01-089-6423,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
134,2A-47Y-1-61-64,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,2,01-076-0803,0,NA,1,NA,0,NA,1,00-042-1340,0,NA,0,NA,2,01-075-1587,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
135,2A-47Y-2-5-8,0,NA,0,NA,1,NA,0,NA,0,NA,1,01-086-0439,0,NA,0,NA,1,NA,0,NA,1,00-042-1340,1,01-089-6423,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-046-1427,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
136,2A-48Y-1-81-84,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,1,01-076-0803,0,NA,1,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,00-034-0137,1,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
137,2A-48Y-1-73-76,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,00-034-0137,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
138,2A-49Y-1-119-122,1,NA,1,01-086-1560,1,NA,0,NA,1,01-084-2065,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,1,00-018-1202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Hematite,0,NA
139,2A-49Y-2-5-8,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,00-020-0528,0,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
140,2A-50Y-1-2-5,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,3,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
141,2A-50Y-1-49-52,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Clay,0,NA
142,2A-50Y-2-22-25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,2,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA
143,2A-50Y-2-98-101,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,2,NA,1,00-012-0687,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
