id,name,anal,anal_ID,quar,quar_ID,cal,cal_ID,arag,arag_ID,dolo,dolo_ID,orth,orth_ID,anorth,anorth_ID,plagi,plagi_ID,mont,mont_ID,ill,ill_ID,py,py_ID,alb,alb_ID,mus,mus_ID,anothi,anothi_ID,iron,iron_ID,paly,paly_ID,chab,chab_ID,phil,phil_ID,harm,harm_ID,clin,clin_ID,erio,erio_ID,sani,sani_ID,hali,hali_ID,gyp,gyp_ID,andr,andr_ID,nont,nont_ID,any1,any1_ID,any2,any2_ID
144,2A-50Y-2-139-142,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,00-034-0137,2,00-039-1375,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
145,2A-51Y-1-9-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,00-034-0137,2,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
146,2A-51Y-1-45-48,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,1,NA,0,NA,0,NA,0,NA,2,01-073-1548,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,1,01-074-1433,0,NA,0,NA,0,NA,0,NA
147,2A-51Y-1-48-51,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-009-0478,0,NA,1,00-002-0037,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-034-0137,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
148,2A-51Y-1-72-74,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
149,2A-52Y-1-80-83,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Kaolinite,0,NA
150,2A-52Y-2-70-73,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
151,2A-52Y-2-90-93,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,2,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
152,2A-53Y-1-108-111,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,2,01-073-1419,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
153,2A-53Y-2-38-41,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,2,NA,1,00-010-0357,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
154,2A-53Y-2-92-95,0,NA,1,01-086-1560,2,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,2,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
155,2A-53Y-2-112-115,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,00-034-0137,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA
156,2A-54Y-1-4-7,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
157,2A-54Y-1-106-109,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,3,00-034-0137,1,01-073-1419,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
158,2A-54Y-2-17-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-034-0137,3,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
159,2A-55Y-2-4-7,0,NA,1,00-052-0144,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,01-073-1419,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
160,2A-56Y-1-149-152,0,NA,2,00-052-0144,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,2,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
161,2A-56Y-2-100-103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
162,2A-60Y-1-87-90,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-020-0528,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,3,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,,0,
163,2A-60Y-1-136-138,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,1,00-002-0037,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,3,01-073-1419,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
164,2A-60-2-8-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,00-053-1177,3,01-073-1419,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
165,2A-60Y-2-51-54,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-089-6423,0,NA,0,NA,0,NA,0,NA,2,NA,3,01-073-1419,0,NA,0,NA,1,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
166,2A-61Y-2-8-10,2,00-041-1478,3,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,1,NA,0,NA,0,NA,2,00-041-1480,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
167,2A-61Y-2-42-45,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
168,2A-62Y-1-17-20,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,1,01-076-0803,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
169,2A-62Y-2-16-18,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,1,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
170,2A-62Y-2-48-50,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,00-041-1480,2,NA,0,NA,0,NA,0,NA,2,00-034-0137,2,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
171,2A-62Y-2-77-80,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,1,NA,1,00-015-0603,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,00-034-0137,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
172,2A-62Y-2-114-147,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,2,NA,0,NA,2,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,2,00-010-0357,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
173,2A-63Y-1-16-18,2,00-041-1478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,2,01-083-1939,2,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
174,2A-63Y-1-48-50,2,00-041-1478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-082-1872,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
175,2A-63Y-1-79-82,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
176,2A-63Y-1-83-84,2,00-041-1478,0,NA,3,00-005-0586,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
177,2A-63Y-2-16-19,1,00-041-1478,0,NA,0,NA,0,NA,0,NA,0,NA,3,01-076-0803,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
178,2A-63Y-2-48-51,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
179,2A-63Y-2-66-69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA
180,2A-63Y-2-144-147,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
181,2A-64Y-1-18-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,1,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
182,2A-64Y-1-48-50,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
183,2A-64Y-1-80-83,0,NA,3,NA,2,00-005-0586,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
184,2A-64Y-1-112-114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
185,2A-64Y-2-48-50,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,3,01-076-0803,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
186,2A-64Y-2-82-85,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
187,2A-64Y-2-116-118,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Microcline,0,NA
188,2A-65Y-1-16-18,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
189,2A-65Y-1-48-50,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
190,2A-65Y-1-80-83,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
191,2A-65Y-1-112-114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-034-0137,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
192,2A-65Y-1-144-146,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,3,00-034-0137,0,NA,0,NA,0,NA,3,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
193,2A-65Y-2-16-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,3,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
194,2A-65Y-2-48-50,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-012-0204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-039-1375,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
195,2A-65Y-2-80-83,0,NA,1,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,Clay,0,NA
196,2A-65Y-2-112-114,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
197,2A-65Y-2-144-146,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,3,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
198,2A-66Y-1-80-83,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
199,2A-66Y-1-112-114,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
200,2A-66Y-2-22-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-075-1630,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
201,2A-66Y-2-103-105,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-075-1630,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
202,2A-67Y-1-16-18,0,NA,2,01-086-1560,2,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
203,2A-67Y-1-48-50,0,NA,3,01-086-1560,2,01-072-4582,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,3,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
204,2A-67Y-1-82-85,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
205,2A-67Y-1-116-118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
206,2A-67Y-2-48-50,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,1,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,3,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
207,2A-67Y-2-80-83,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,2,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
208,2A-68Y-1-80-83,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
209,2A-69Y-2-135-137,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
210,2a-70y-1-22-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,3,01-088-1224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
211,2A-76Y-2-68-70,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,2,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
212,2A-77Y-1-76-79,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,2,00-046-1427,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
213,2A-77Y-2-37-40,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,01-076-0803,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,00-034-0137,1,01-073-1419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
214,2A-78Y-2-80-83,0,NA,3,01-086-1560,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
215,2A-78Y-2-106-109,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,3,01-076-0803,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,00-039-1379,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
216,2A-80Y-1-70-73,0,NA,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,1,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,1,00-034-0137,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
217,2A-80Y-2-82-85,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,00-041-1480,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,00-010-0357,0,NA,0,NA,0,NA,0,NA,1,Sodium Aluminium Silicate,0,NA
218,2A-81Y-1-83-86,3,00-041-1478,2,01-086-1560,0,NA,0,NA,0,NA,0,NA,2,00-009-0478,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
